;neurons number1;neurons number2;learning rate;epoch;mean acc.(train);mean acc.(test)
301;1;5;0.05;1000;80.56463191040017;80.66024990901677
302;1;5;0.05;1000;80.74684593130904;80.92909737122557
303;1;5;0.05;1000;81.18376938690967;81.29420030386305
304;1;5;0.05;1000;80.98238261733958;81.08310940988817
305;1;5;0.05;1000;80.73571012037382;80.82658160573956
306;1;5;0.05;1000;80.47238166035295;80.58973807797368
307;1;5;0.05;1000;80.5373067729794;80.68827483139593
308;1;5;0.05;1000;80.44672562613734;80.58975682976968
309;1;5;0.05;1000;80.67289294494877;80.8365247000867
310;1;5;0.05;2000;81.66611881138148;81.81503624608378
311;1;5;0.05;2000;82.37280528135861;82.50159604043364
312;1;5;0.05;2000;83.07457688810342;83.19458333527466
313;1;5;0.05;2000;83.65699365041097;83.7608634447013
314;1;5;0.05;2000;84.13003657556673;84.2271409820768
315;1;5;0.05;2000;84.59985122247411;84.68540058686622
316;1;5;0.05;2000;84.97030426284464;85.04220447500424
317;1;5;0.05;2000;85.32984410763466;85.39319638383839
318;1;5;0.05;2000;85.63963722629302;85.69265815170294
319;1;5;0.05;2000;85.90867663957569;85.95916529434115
320;1;5;0.05;5000;86.30605156397804;86.34545844468052
321;1;5;0.05;5000;86.66946826674486;86.6997425741505
322;1;5;0.05;5000;87.00302912102723;87.04059394722742
323;1;5;0.05;5000;87.3074466565572;87.33598384101488
324;1;5;0.05;5000;87.5932643443184;87.62546417385562
325;1;5;0.05;5000;87.85010905801798;87.87988658374023
326;1;5;0.05;5000;88.08598528484693;88.11938886959895
327;1;5;0.05;5000;88.30185748407514;88.32943591518215
328;1;5;0.05;5000;88.50733431781309;88.52787205909584
329;1;5;0.05;5000;88.69823616034422;88.71073593915804
330;1;5;0.5;1000;76.97655030372543;79.28566944044994
331;1;5;0.5;1000;77.35424582448226;79.54859787950272
332;1;5;0.5;1000;76.96635707353815;79.13386351786095
333;1;5;0.5;1000;77.18901339863405;79.34259182044327
334;1;5;0.5;1000;78.07926541592613;79.03420316036332
335;1;5;0.5;1000;77.57364261125316;78.84580958676422
336;1;5;0.5;1000;77.45290282237508;78.72670132209446
337;1;5;0.5;1000;77.37482981261448;78.73087174223028
338;1;5;0.5;1000;77.30765968308418;78.72177989642259
339;1;5;0.5;1000;77.22350661397894;78.5920554476423
340;1;5;0.5;2000;78.11264273420748;79.5725418780169
341;1;5;0.5;2000;79.23125507398308;80.45833309113509
342;1;5;0.5;2000;79.30116147826652;81.32959790881068
343;1;5;0.5;2000;79.70293837455709;80.98920327029076
344;1;5;0.5;2000;79.52087056552371;80.8944546314016
345;1;5;0.5;2000;79.33387676301528;80.73575417290529
346;1;5;0.5;2000;80.03143357003025;81.3521379790867
347;1;5;0.5;2000;79.80249406163995;81.84778563474619
348;1;5;0.5;2000;79.62071990470126;81.65342667637708
349;1;5;0.5;2000;80.32544472406542;82.19981592995029
350;1;5;0.5;5000;80.9985035009778;82.80448675064262
351;1;5;0.5;5000;81.58860826387841;83.32997313976438
352;1;5;0.5;5000;82.1639629179835;83.78337177300932
353;1;5;0.5;5000;82.67152155999632;84.2501185757833
354;1;5;0.5;5000;83.02166074689757;84.57816175143437
355;1;5;0.5;5000;83.46712980646745;84.9615100586098
356;1;5;0.5;5000;83.887949790349;85.28663886927552
357;1;5;0.5;5000;83.6230891622259;85.0370442919747
358;1;5;0.5;5000;83.97360506498401;85.34590822892139
359;1;5;0.5;5000;84.33490082030357;85.62491864505851
360;1;7;0.0001;1000;52.02178199171854;50.47029445482377
361;1;7;0.0001;1000;53.8230792348366;53.02062659727344
362;1;7;0.0001;1000;53.56354722899034;52.871295201263656
363;1;7;0.0001;1000;52.80782186409461;52.21423086543147
364;1;7;0.0001;1000;53.05176952445187;52.39922425597497
365;1;7;0.0001;1000;53.20444377971442;52.58554673460069
366;1;7;0.0001;1000;52.868359396403626;52.046427313976345
367;1;7;0.0001;1000;52.96920947629869;52.186733190111184
368;1;7;0.0001;1000;52.95411639273564;52.23401057098661
369;1;7;0.0001;1000;52.98206645411443;52.40492982463252
370;1;7;0.0001;2000;53.19602987171754;52.64459941821513
371;1;7;0.0001;2000;53.382137496719174;52.86627701452817
372;1;7;0.0001;2000;53.46602698286078;52.978473529883864
373;1;7;0.0001;2000;53.58486573603225;53.11008740486318
374;1;7;0.0001;2000;53.68411759372027;53.20247226941464
375;1;7;0.0001;2000;53.7549822148725;53.279138269163525
376;1;7;0.0001;2000;53.80281288768469;53.354449641412465
377;1;7;0.0001;2000;53.86016646108105;53.419586750522896
378;1;7;0.0001;2000;53.937201508527515;53.504535744717465
379;1;7;0.0001;2000;53.95843501300037;53.52829968148383
380;1;7;0.0001;5000;54.04362928847129;53.61358642161318
381;1;7;0.0001;5000;54.118217287822354;53.68793896809229
382;1;7;0.0001;5000;54.186941173678605;53.76001528378447
383;1;7;0.0001;5000;54.24753565826649;53.82144542624951
384;1;7;0.0001;5000;54.30194052859331;53.87686836470656
385;1;7;0.0001;5000;54.3530599190143;53.92749609449226
386;1;7;0.0001;5000;54.40034711226946;53.97597585224367
387;1;7;0.0001;5000;54.447484206741606;54.02395910413141
388;1;7;0.0001;5000;54.48884597248274;54.06554972745421
389;1;7;0.0001;5000;54.52506946548927;54.10228560833331
390;1;7;0.005;1000;59.070128015713195;59.06120868074927
391;1;7;0.005;1000;57.462477001843084;57.25588032898733
392;1;7;0.005;1000;56.87875495345429;56.60181252406719
393;1;7;0.005;1000;56.60970822151482;56.29289614465365
394;1;7;0.005;1000;56.43756277124819;56.09733360844082
395;1;7;0.005;1000;56.32539960341442;55.97642743630545
396;1;7;0.005;1000;56.612811380527845;56.27330984208799
397;1;7;0.005;1000;57.0080807248017;56.66389313298072
398;1;7;0.005;1000;56.90364170697108;56.557662571524226
399;1;7;0.005;1000;56.84025439552573;56.48416559841885
400;1;7;0.005;2000;56.75892429367668;56.39381644408639
401;1;7;0.005;2000;56.671355969790646;56.30260159281767
402;1;7;0.005;2000;57.67620142528001;57.38646117129507
403;1;7;0.005;2000;58.090274247118046;57.81676699827694
404;1;7;0.005;2000;59.07541171196656;58.875259853534594
405;1;7;0.005;2000;59.99293313711752;59.859350328974756
406;1;7;0.005;2000;60.27150849418716;60.15541851698714
407;1;7;0.005;2000;60.578393839152554;60.478640405175184
408;1;7;0.005;2000;61.27432973875041;61.22654313913065
409;1;7;0.005;2000;61.07703866368477;61.018630806211966
410;1;7;0.005;5000;61.85060276085173;61.80720552053264
411;1;7;0.005;5000;62.60056048257161;62.57750080285079
412;1;7;0.005;5000;63.19856795368155;63.2041730629692
413;1;7;0.005;5000;63.80395143642833;63.82299699194305
414;1;7;0.005;5000;64.24834966443535;64.29356130524458
415;1;7;0.005;5000;64.77073437567108;64.82009780009788
416;1;7;0.005;5000;65.22436238776605;65.28445176731714
417;1;7;0.005;5000;65.70930246057472;65.77621616014383
418;1;7;0.005;5000;66.04235414645295;66.13377985253054
419;1;7;0.005;5000;66.4499849274264;66.54277551553872
420;1;7;0.05;1000;85.09276061572689;85.17745752333325
421;1;7;0.05;1000;83.2574945643652;83.41996515460181
422;1;7;0.05;1000;83.60247065204699;83.70962500208167
423;1;7;0.05;1000;83.61181604069674;83.75071532210914
424;1;7;0.05;1000;84.42399821807736;84.55420542005368
425;1;7;0.05;1000;84.15338024202306;84.32956157975651
426;1;7;0.05;1000;83.89898693592987;84.06566506115965
427;1;7;0.05;1000;84.00407629541732;84.14224012607019
428;1;7;0.05;1000;83.90481098826338;84.05311464915154
429;1;7;0.05;1000;83.73630134729895;83.90847099863983
430;1;7;0.05;2000;84.49235760366327;84.65286747997533
431;1;7;0.05;2000;85.13518223077584;85.27845287550484
432;1;7;0.05;2000;85.61529544259987;85.73947703237361
433;1;7;0.05;2000;86.06068475956724;86.16970242970861
434;1;7;0.05;2000;86.46003338893873;86.56469309793107
435;1;7;0.05;2000;86.81927879432483;86.92109350908747
436;1;7;0.05;2000;87.06067390043843;87.1549559797648
437;1;7;0.05;2000;87.33317793907088;87.42151978822339
438;1;7;0.05;2000;87.59790852083417;87.68322305244115
439;1;7;0.05;2000;87.80323247173126;87.878888775822
440;1;7;0.05;5000;88.13228878847222;88.2005305944194
441;1;7;0.05;5000;88.43055334184014;88.50241087966373
442;1;7;0.05;5000;88.70471794486251;88.77961949063679
443;1;7;0.05;5000;88.95088772734782;89.01933199043022
444;1;7;0.05;5000;89.18013456101276;89.25217192880118
445;1;7;0.05;5000;89.39234344513787;89.46792049572377
446;1;7;0.05;5000;89.58913654338959;89.67044806971089
447;1;7;0.05;5000;89.77116909783807;89.8465109433953
448;1;7;0.05;5000;89.93930663835125;90.01866547982927
449;1;7;0.05;5000;90.09845289313147;90.17277289499177
450;1;7;0.5;1000;78.31114693373742;81.62515921124735
451;1;7;0.5;1000;77.37363719808832;79.0323190300511
452;1;7;0.5;1000;77.45777142748754;77.81199182799655
453;1;7;0.5;1000;77.42081974464797;77.84948841704255
454;1;7;0.5;1000;77.46674780384528;78.62801762940549
455;1;7;0.5;1000;77.3216259556889;78.5948794918308
456;1;7;0.5;1000;77.3562258937126;79.33103669900993
457;1;7;0.5;1000;77.28722286905685;79.250928318453
458;1;7;0.5;1000;77.27385783976229;79.49103804764897
459;1;7;0.5;1000;78.47464619625846;79.51534696430168
460;1;7;0.5;2000;78.41377292839539;80.67013013099269
461;1;7;0.5;2000;79.0360514767154;80.60052569747234
462;1;7;0.5;2000;79.56202355019624;80.27956064561847
463;1;7;0.5;2000;80.32922718680001;81.01673944229162
464;1;7;0.5;2000;80.69343641120236;81.6815164386052
465;1;7;0.5;2000;81.40518229823387;82.29109946498312
466;1;7;0.5;2000;81.83713486020622;82.85790837932882
467;1;7;0.5;2000;82.47460537553039;83.40709431708841
468;1;7;0.5;2000;82.45558219046504;83.03765828419083
469;1;7;0.5;2000;82.08244015027685;82.60017093642352
470;1;7;0.5;5000;82.67395975383381;83.19156426394258
471;1;7;0.5;5000;83.2349826548995;83.67368869834515
